7.9_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:26:01.115006
7.6_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 10:26:01.301883
7.6_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:26:01.670702
7.2_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 10:26:01.857103
7.2_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:26:02.150827
Complete Duration,0:00:02.451505
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-11-30 10:26:02.907117
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-11-30 10:26:04.482496
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-11-30 10:26:06.251592
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-11-30 10:26:07.829819
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-11-30 10:26:09.593005
Complete Duration,0:00:10.844594
7.9_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 10:34:04.775367
7.9_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:34:04.840413
7.6_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 10:34:04.929713
7.6_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:34:04.994727
7.2_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 10:34:05.072745
7.2_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:34:05.138754
Complete Duration,0:00:00.488960
7.9_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 10:34:14.137309
7.9_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:34:14.205344
7.6_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 10:34:14.284356
7.6_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:34:14.352357
7.2_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 10:34:14.433382
7.2_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:34:14.486211
Complete Duration,0:00:00.501700
7.9_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 10:37:28.600317
7.9_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:37:28.665725
7.6_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 10:37:28.742748
7.6_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:37:28.809757
7.2_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 10:37:28.888775
7.2_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 10:37:28.954784
Complete Duration,0:00:00.504602
Complete Duration,0:00:00.066610
Complete Duration,0:00:00.058647
Complete Duration,0:00:00.059009
Complete Duration,0:00:00.059001
Complete Duration,0:00:00.070776
Complete Duration,0:00:00.058916
Complete Duration,0:00:00.066009
Complete Duration,0:00:00.056993
Complete Duration,0:00:00.059015
Complete Duration,0:00:00.059014
Complete Duration,0:00:00.058013
Complete Duration,0:00:00.062828
Complete Duration,0:00:00.058595
Complete Duration,0:00:00.059003
Complete Duration,0:00:00.061032
Complete Duration,0:00:00.058280
Complete Duration,0:00:00.063474
Complete Duration,0:00:00.058911
Complete Duration,0:00:00.067529
Complete Duration,0:00:00.056444
Complete Duration,0:00:00.062008
Complete Duration,0:00:00.059003
Complete Duration,0:00:00.058000
Complete Duration,0:00:00.058008
Complete Duration,0:00:00.056819
Complete Duration,0:00:00.057000
Complete Duration,0:00:00.056727
Complete Duration,0:00:00.061010
Complete Duration,0:00:00.067915
Complete Duration,0:00:00.059151
Complete Duration,0:00:00.058938
Complete Duration,0:00:00.066041
Complete Duration,0:00:00.056424
Complete Duration,0:00:00.073343
Complete Duration,0:00:00.058012
Complete Duration,0:00:00.063291
Complete Duration,0:00:00.056650
Complete Duration,0:00:00.059002
Complete Duration,0:00:00.058007
Complete Duration,0:00:00.058873
Complete Duration,0:00:00.066253
Complete Duration,0:00:00.064480
Complete Duration,0:00:00.069557
Complete Duration,0:00:00.057993
Complete Duration,0:00:00.059020
Complete Duration,0:00:00.059014
Complete Duration,0:00:00.057013
Complete Duration,0:00:00.058001
Complete Duration,0:00:00.065606
Complete Duration,0:00:00.534366
Complete Duration,0:00:00.029760
Complete Duration,0:00:00.028009
Complete Duration,0:00:00.031002
Complete Duration,0:00:00.029000
Complete Duration,0:00:00.034001
Complete Duration,0:00:00.027710
Complete Duration,0:00:00.032990
Complete Duration,0:00:00.027003
Complete Duration,0:00:00.037037
Complete Duration,0:00:00.036070
Complete Duration,0:00:00.448199
7.9_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 22:32:24.225488
7.9_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 22:32:24.345500
7.6_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 22:32:24.519358
7.6_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 22:32:24.639393
7.2_raw.csv_filtered_by_correlation0_all_replacement_strategy_1,2022-11-30 22:32:24.775403
7.2_raw.csv_filtered_by_correlation0_individual_replacement_strategy_1,2022-11-30 22:32:24.887988
Complete Duration,0:00:00.854512
Complete Duration,0:00:00.047987
Complete Duration,0:00:00.053642
Complete Duration,0:00:00.059986
Complete Duration,0:00:00.047800
Complete Duration,0:00:00.048007
Complete Duration,0:00:00.047986
Complete Duration,0:00:00.057365
Complete Duration,0:00:00.064040
Complete Duration,0:00:00.065885
Complete Duration,0:00:00.056007
Complete Duration,0:00:00.059225
Complete Duration,0:00:00.064916
Complete Duration,0:00:00.069458
Complete Duration,0:00:00.059162
Complete Duration,0:00:00.053345
Complete Duration,0:00:00.050768
Complete Duration,0:00:00.054587
Complete Duration,0:00:00.057428
Complete Duration,0:00:00.065815
Complete Duration,0:00:00.051591
Complete Duration,0:00:00.047995
Complete Duration,0:00:00.056005
Complete Duration,0:00:00.061658
Complete Duration,0:00:00.060975
Complete Duration,0:00:00.056005
Complete Duration,0:00:00.053147
Complete Duration,0:00:00.056001
Complete Duration,0:00:00.055744
Complete Duration,0:00:00.059104
Complete Duration,0:00:00.055466
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:08:50.351755
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:08:53.234310
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:08:55.941710
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:08:58.104776
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:08:59.743189
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:09:01.506164
Complete Duration,0:00:13.782444
Complete Duration,0:00:00.043836
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:10:06.906725
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:10:09.772504
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:10:12.427785
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:10:14.570563
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:10:16.193923
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:10:18.026012
Complete Duration,0:00:13.825652
Complete Duration,0:00:00.051220
Complete Duration,0:00:00.053046
Complete Duration,0:00:00.063268
Complete Duration,0:00:00.056005
Complete Duration,0:00:00.057311
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:47:15.309291
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:47:18.228880
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:47:20.719533
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:47:22.547798
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:47:24.158846
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:47:25.921394
Complete Duration,0:00:13.384372
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:47:48.031242
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:47:50.812587
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:47:53.156946
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:47:54.907073
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:47:56.360296
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:47:58.076257
Complete Duration,0:00:12.413407
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:48:04.980545
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:48:07.909738
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:48:10.472429
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:48:12.331930
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:48:13.958706
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:48:15.734735
Complete Duration,0:00:13.457558
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:48:17.378034
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:48:19.095827
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:48:20.628731
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:48:22.423340
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:48:23.915765
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:48:25.673884
Complete Duration,0:00:09.815223
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:50:45.836145
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:50:48.741688
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:50:51.436578
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:50:53.804310
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:50:55.821488
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:50:58.141938
Complete Duration,0:00:15.051021
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:51:20.157098
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:51:22.919037
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:51:25.337500
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:51:27.213018
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:51:28.653058
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:51:30.324927
Complete Duration,0:00:12.606603
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:51:40.202687
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:51:43.108933
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:51:45.775653
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:51:48.035639
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:51:49.684493
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:51:51.476478
Complete Duration,0:00:14.033733
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:51:56.314594
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:51:59.058223
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:52:01.423010
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:52:03.252149
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:52:04.703782
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:52:06.416608
Complete Duration,0:00:12.499715
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:52:30.275138
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:52:33.188325
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:52:35.866574
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:52:38.348360
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 08:52:39.983076
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 08:52:41.852139
Complete Duration,0:00:14.273468
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:53:16.122662
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:53:18.866515
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:53:21.267549
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:53:23.302089
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 08:53:24.755063
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 08:53:26.486972
Complete Duration,0:00:12.750960
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:10:14.052904
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:10:16.948093
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:10:19.613516
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:10:21.758713
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:10:23.413614
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:10:25.205765
Complete Duration,0:00:13.794101
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 09:11:19.697398
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 09:11:22.478320
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 09:11:24.847575
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 09:11:26.853727
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 09:11:28.291306
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 09:11:29.999579
Complete Duration,0:00:12.688257
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:11:35.286516
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:11:38.221035
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:11:40.781672
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:11:42.565941
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:11:44.221763
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:11:46.012622
Complete Duration,0:00:13.360664
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 09:12:05.268856
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 09:12:08.044185
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 09:12:10.453411
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 09:12:13.181967
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 09:12:14.685276
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 09:12:16.395156
Complete Duration,0:00:13.543292
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:12:45.630402
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:12:48.536831
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:12:51.203353
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:12:53.440331
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:12:55.072496
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:12:56.876153
Complete Duration,0:00:13.941077
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:15:51.433522
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:15:54.575757
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:16:00.183064
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:16:00.245325
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:16:04.081506
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:16:04.727557
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:16:07.975797
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:16:09.624036
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:16:12.690298
Complete Duration,0:00:23.985928
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:16:13.094120
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:16:14.724158
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:16:16.466344
Complete Duration,0:00:22.197813
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:16:18.279431
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:16:20.124504
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:16:21.723249
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:16:23.466382
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_1,2022-12-01 09:16:25.077447
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_1,2022-12-01 09:16:26.856460
Complete Duration,0:00:10.280820
7.9_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 09:17:04.165657
7.9_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 09:17:06.923940
7.6_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 09:17:09.330353
7.6_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 09:17:11.710036
7.2_raw.csv_filtered_by_correlation0_SNR0_Acceleration_1.5_all_replacement_strategy_0,2022-12-01 09:17:13.133593
7.2_raw.csv_filtered_by_correlation0_SNR0_acceleration_1.5_individual_replacement_strategy_0,2022-12-01 09:17:14.794004
